feature_49_diff,feature_10,feature_30_ema,feature_53,feature_8,feature_38_ema,feature_23_ema,Label
0.0,0.1809204959215298,0.30337456539175933,0.6724002650603911,0.8782433232837066,0.05487354958218349,0.4253319057957953,0
0.02431251289015579,0.22183668902670395,0.2760297168370615,0.16164429498937427,0.1813878681270933,0.20704361446541897,0.5556972579326818,0
-0.1566614646435358,0.7719499817541527,0.252698492087732,0.1331975593544218,0.3071116057408151,0.4215583282196514,0.46537378903841153,0
0.6506344856855046,0.7719927620321257,0.19218490902568605,0.9134638047602337,0.28110900634095737,0.5168715371445707,0.39477273481317104,1
-0.04147020077495889,0.2017457680512541,0.23575783066556175,0.8748516679738242,0.5818671009080931,0.5614770665423712,0.4387396001327753,0
-0.7162781989147653,0.6358590621683129,0.2014027361044659,0.5982030521178593,0.6395752397631224,0.5254041206595843,0.44740657379505244,0
0.9229599967150256,0.011686285634723959,0.21340044773450845,0.08521656543301837,0.2224889801065042,0.467205761545499,0.6107444960229733,3
-0.3983124085689075,0.5747266448998651,0.4211803874681125,0.8439641387757196,0.7371834357770073,0.5082405768883128,0.691933855447457,0
0.18487431871500914,0.950461315567673,0.328983285462101,0.07804754166125638,0.01027439754722892,0.4158808366326999,0.716829236050115,0
-0.47629810542152107,0.3767978790263571,0.26254781123806753,0.6925378130966232,0.8119435693315726,0.5316950798384281,0.7650390780754005,3
-0.1758354624120836,0.6356019868499313,0.44186831965853224,0.9395505347315152,0.7164993780183261,0.3877117848960283,0.7740464180443993,2
0.4998689308233286,0.9937278995896277,0.5334340861605481,0.5307543145869188,0.64914940005408,0.36858393996172023,0.784518148510278,0
0.3782217653190296,0.042672596400764484,0.666020407479861,0.259021880041423,0.14458909952524657,0.3604620795502382,0.6929986583101705,2
-0.1160595716218783,0.9842407039328246,0.7046803248763258,0.32910116468267236,0.8984940773404491,0.3754981197902257,0.6243258341791932,1
-0.5484504123068072,0.7065979980058972,0.770874434457736,0.6002683222254467,0.3523386565059964,0.3949253970209311,0.7203920602679921,0
0.44127069480927883,0.2420513096742004,0.6810365446615771,0.4872063403403094,0.43041720475238,0.47137166557679777,0.6266396542752795,0
-0.31221800896841323,0.6019472312292067,0.612108072774066,0.2542123800785777,0.8483301279318451,0.40976929874390244,0.7259406853739102,0
-0.19574136791569763,0.8589920408204555,0.5480144072154185,0.4876711643036896,0.788741634732736,0.3977376903786365,0.5425227224081128,0
-0.06826692145174884,0.18787740293384858,0.5836029791960641,0.82063573747858,0.4049529265783487,0.539320862214243,0.6644678194113369,0
0.12691147338972253,0.03289043918751855,0.5565369217168552,0.15078533116954818,0.4372141652168531,0.6620330745842906,0.5333023840422669,0
0.15405317960003484,0.7914908847166432,0.6199984334298212,0.5184466913052067,0.023052379060652384,0.7355576044512787,0.4377732799985255,0
0.1913060132517853,0.13128354184003266,0.6438985343213717,0.15982241663812224,0.5511672177571513,0.6279101524518036,0.32125950209643866,0
-0.4309205007722269,0.12177826019412497,0.6818319329801816,0.25734178687811105,0.7579657347170407,0.63071579846849,0.45600538930321616,1
0.07225418730690125,0.24118071450053946,0.7732757597714786,0.4077847359322002,0.6600007282750823,0.49809813200682956,0.5174871939865635,3
-0.010844407811480772,0.6120809225591384,0.6530153391328134,0.9735549329646332,0.21085684758647472,0.4504141132569088,0.6421883742649027,0
0.33975009647618104,0.020119601187242542,0.5855419241603762,0.8135025485074019,0.34070960423725605,0.4141756345221358,0.6030267266579947,0
